"MGI.ID"	"MOUSE.ENTREZ.ID"	"MOUSE.GENE.NAME"	"MOUSE.UNIPROT.ID"	"HGNC.ID"	"HUMAN.ENTREZ.ID"	"HUMAN.GENE.NAME"	"HUMAN.UNIPROT.ID"	"HOMOLOGY"	"HomoloGene.ID"	"BLONDEAU_2004"	"COUGHENOUR_2004"	"PHILLIPS_2005"	"MORCIANO_2005"	"BURRE_2006"	"TAKAMORI_2006"	"KHANNA_2007"	"MORCIANO_2009"	"ABUL_HUSN_2009"	"GORINI_2010"	"GRONBORG_2010"	"ABUL_HUSN_2011"	"BOYKEN_2013"	"WILHELM_2014"	"BRINKMALM_2014"	"WEINGARTEN_2014"	"KOKOTAS_2018"	"Count"
"MGI:1335094"	235072	"07-Sep"	"O55131;E9Q1G8"	"HGNC:1717"	989	"07-Sep"	"A8K3D0;B4DNE4;Q16181;A0A023T695"	"YES"	1354	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	13
"MGI:98331"	20614	"Snap25"	"P60879"	"HGNC:11132"	6616	"SNAP25"	"P60880"	"YES"	13311	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	13
"MGI:107812"	22154	"Tubb5"	"P99024"	"HGNC:20778"	203068	"TUBB"	"B4DY90;P07437;B4DMJ5;B4DQN9;Q5ST81;Q5SU16"	"YES"	69099	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	13
"MGI:109618"	11966	"Atp6v1b2"	"P62814"	"HGNC:854"	526	"ATP6V1B2"	"P21281"	"YES"	1279	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	13
"MGI:2388633"	67300	"Cltc"	"Q68FD5"	"HGNC:2092"	1213	"CLTC"	"A0A087WVQ6;Q00610"	"YES"	3572	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	12
"MGI:1201778"	11972	"Atp6v0d1"	"P51863"	"HGNC:13724"	9114	"ATP6V0D1"	"P61421;R4GN72"	"YES"	3444	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	12
"MGI:97843"	19339	"Rab3a"	"P63011;Q0PD63"	"HGNC:9777"	5864	"RAB3A"	"A0A024R7I7;P20336"	"YES"	20629	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	12
"MGI:1913585"	66335	"Atp6v1c1"	"Q9Z1G3"	"HGNC:856"	528	"ATP6V1C1"	"A0A024R9I0;P21283"	"YES"	1281	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	12
"MGI:95739"	14645	"Glul"	"P15105"	"HGNC:4341"	2752	"GLUL"	"A8YXX4;P15104"	"YES"	37567	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	12
"MGI:95784"	14693	"Gnb2"	"P62880;Q3U9V4"	"HGNC:4398"	2783	"GNB2"	"P62879;Q6FHM2"	"YES"	68451	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	12
"MGI:88105"	11928	"Atp1a1"	"Q8VDN2"	"HGNC:799"	476	"ATP1A1"	"P05023"	"YES"	564	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	12
"MGI:103020"	20965	"Syn2"	"Q64332;Q8CE19"	"HGNC:11495"	6854	"SYN2"	"A0A087X2E3;Q59GM1;Q92777;A0A087WW96;B3KRB3;Q86VA8"	"YES"	49348	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	12
"MGI:88256"	12322	"Camk2a"	"F8WHB5;P11798;F8WIS9"	"HGNC:1460"	815	"CAMK2A"	"A8K161;Q8IWE0;Q7LDD5;Q9UQM7"	"YES"	56577	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	11
"MGI:1298405"	11773	"Ap2m1"	"Q3TWV4;Q5FWI9;Q6A0C9;P84091"	"HGNC:564"	1173	"AP2M1"	"Q96CW1"	"YES"	3000	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	11
"MGI:101921"	11771	"Ap2a1"	"P17426"	"HGNC:561"	160	"AP2A1"	"O95782"	"YES"	68997	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	11
"MGI:101920"	11772	"Ap2a2"	"P17427;Q69ZW4;Q6PEE6"	"HGNC:562"	161	"AP2A2"	"O94973"	"YES"	5335	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	11
"MGI:98460"	20964	"Syn1"	"O88935"	"HGNC:11494"	6853	"SYN1"	"P17600"	"YES"	48483	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	11
"MGI:109355"	20907	"Stx1a"	"O35526;Q497P1"	"HGNC:11433"	6804	"STX1A"	"Q16623;Q75ME0"	"YES"	37941	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	11
"MGI:98467"	20977	"Syp"	"Q62277"	"HGNC:11506"	6855	"SYP"	"P08247"	"YES"	2391	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	11
"MGI:95640"	14433	"Gapdh"	"A0A0A0MQF6;D2KHZ9;P16858"	"HGNC:4141"	2597	"GAPDH"	"P04406;V9HVZ4"	"YES"	107053	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	11
"MGI:88437"	12799	"Cnp"	"P16330;Q3TYL9;Q3TYV5"	"HGNC:2158"	1267	"CNP"	"P09543;A0A024R1T5"	"YES"	7672	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	11
"MGI:87994"	11674	"Aldoa"	"A6ZI44;Q5FWB7;P05064"	"HGNC:414"	226	"ALDOA"	"P04075;V9HWN7"	"YES"	123896	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	11
"MGI:1921084"	73834	"Atp6v1d"	"P57746;Q3U861"	"HGNC:13527"	51382	"ATP6V1D"	"A0A024R683;Q9Y5K8"	"YES"	5783	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	10
"MGI:88108"	11931	"Atp1b1"	"P14094;Q3TV47;Q545P0"	"HGNC:804"	481	"ATP1B1"	"A3KLL5;P05026"	"YES"	37509	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	10
"MGI:1927338"	64176	"Sv2b"	"Q8BG39"	"HGNC:16874"	9899	"SV2B"	"Q7L1I2"	"YES"	32236	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	10
"MGI:97281"	17967	"Ncam1"	"A0A0A6YY47;P13595;E9Q589;E9QB01"	"HGNC:7656"	4684	"NCAM1"	"P13591;A0A087WWD4"	"YES"	40754	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	10
"MGI:97548"	18642	"Pfkm"	"P47857"	"HGNC:8877"	5213	"PFKM"	"A0A024R0Y5;P08237"	"YES"	20101	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	10
"MGI:892995"	13002	"Dnajc5"	"P60904"	"HGNC:16235"	80331	"DNAJC5"	"Q6AHX3;Q9H3Z4"	"YES"	9631	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	10
"MGI:98747"	21838	"Thy1"	"P01831"	"HGNC:11801"	7070	"THY1"	"B0YJA4;P04216"	"YES"	4580	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	10
"MGI:1195461"	18951	"05-Sep"	"Q9Z2Q6"	"HGNC:9164"	5413	"05-Sep"	"Q99719;X5DNA9"	"YES"	74446	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	10
"MGI:1915615"	68365	"Rab14"	"Q50HX4;Q91V41;Q50HX3"	"HGNC:16524"	51552	"RAB14"	"A0A024R845;P61106"	"YES"	48679	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	10
"MGI:88106"	98660	"Atp1a2"	"Q3UHK5;Q6PIE5"	"HGNC:800"	477	"ATP1A2"	"P50993"	"YES"	47947	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	10
"MGI:96568"	226180	"Ina"	"P46660"	"HGNC:6057"	9118	"INA"	"Q16352"	"YES"	10433	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	10
"MGI:1349763"	12934	"Dpysl2"	"O08553"	"HGNC:3014"	1808	"DPYSL2"	"Q16555;Q59GB4"	"YES"	74392	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	10
"MGI:1095410"	22145	"Tuba4a"	"P68368"	"HGNC:12407"	7277	"TUBA4A"	"P68366"	"YES"	68496	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	9
"MGI:1345280"	22784	"Slc30a3"	"P97441;Q3TMQ7;Q6NZC3;S4R169"	"HGNC:11014"	7781	"SLC30A3"	"Q99726"	"YES"	74470	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	9
"MGI:1933947"	104001	"Rtn1"	"Q05CD8;Q7M6W1;Q4FJL2;Q4FZ95;Q8K0T0"	"HGNC:10467"	6252	"RTN1"	"Q16799;A8K3B9"	"YES"	49654	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	9
"MGI:1927139"	64051	"Sv2a"	"Q9JIS5"	"HGNC:20566"	9900	"SV2A"	"B4E000;Q7L0J3"	"YES"	32237	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	9
"MGI:99666"	20980	"Syt2"	"P46097"	"HGNC:11510"	127833	"SYT2"	"A0A024R9B3;Q8N9I0"	"YES"	22516	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	9
"MGI:109484"	22631	"Ywhaz"	"P63101"	"HGNC:12855"	7534	"YWHAZ"	"D0PNI1;P63104"	"YES"	56528	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	9
"MGI:88261"	12330	"Canx"	"P35564;Q5SUC3"	"HGNC:1473"	821	"CANX"	"P27824"	"YES"	1324	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	9
"MGI:107671"	234267	"Gpm6a"	"P35802;Q8R1P3;Q542P2"	"HGNC:4460"	2823	"GPM6A"	"P51674"	"YES"	3864	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	9
"MGI:1328323"	20972	"Syngr1"	"O55100;Q3U6D7"	"HGNC:11498"	9145	"SYNGR1"	"O43759"	"YES"	3456	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	9
"MGI:1914864"	108664	"Atp6v1h"	"Q8BVE3;A0A0A6YX18"	"HGNC:18303"	51606	"ATP6V1H"	"A0A024R7U9;Q9UI12;A0A024R7X3;B3KUZ7"	"YES"	7139	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	9
"MGI:1313276"	22317	"Vamp1"	"Q62442"	"HGNC:12642"	6843	"VAMP1"	"F5GZV7;P23763"	"YES"	40678	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	9
"MGI:1920211"	72961	"Slc17a7"	"Q3TXX4;Q8JZR7"	"HGNC:16704"	57030	"SLC17A7"	"Q9P2U7"	"YES"	113454	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	9
"MGI:2141861"	232910	"Ap2s1"	"P62743;Q3UJ76"	"HGNC:565"	1175	"AP2S1"	"M0QYZ2;P53680;X6R390;M0R0N4"	"YES"	3001	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	9
"MGI:108077"	20320	"Nptn"	"P97300"	"HGNC:17867"	27020	"NPTN"	"Q9Y639"	"NO"	NA	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	9
"MGI:1928750"	59021	"Rab2a"	"P53994;Q0PD65"	"HGNC:9763"	5862	"RAB2A"	"P61019;A0A024R7V6"	"YES"	20628	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	9
"MGI:105980"	12805	"Cntn1"	"P12960"	"HGNC:2171"	1272	"CNTN1"	"Q12860;A0A024R104"	"YES"	7274	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	9
"MGI:96925"	17196	"Mbp"	"P04370;Q5D096;Q542T4;Q3UGF3"	"HGNC:6925"	4155	"MBP"	"P02686;A0A024R384"	"YES"	1788	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	9
"MGI:894689"	22627	"Ywhae"	"P62259;Q5SS40"	"HGNC:12851"	7531	"YWHAE"	"P62258;V9HW98"	"YES"	100743	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	1	9
"MGI:97623"	18823	"Plp1"	"P60202;Q3UYM8"	"HGNC:9086"	5354	"PLP1"	"A8K9L3;P60201;B4DI30"	"YES"	448	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	9
"MGI:101863"	11676	"Aldoc"	"P05063"	"HGNC:418"	230	"ALDOC"	"A0A024QZ64;P09972"	"YES"	21073	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	9
"MGI:106919"	22333	"Vdac1"	"Q60932"	"HGNC:12669"	7416	"VDAC1"	"B3KTS5;P21796"	"YES"	107244	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	9
"MGI:97845"	19353	"Rac1"	"K7Q7T7;P63001;Q3TLP8"	"HGNC:9801"	5879	"RAC1"	"A4D2P1;P63000;A4D2P0"	"YES"	69035	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	9
"MGI:1349453"	26950	"Vsnl1"	"P62761;Q4W4C9"	"HGNC:12722"	7447	"VSNL1"	"P62760"	"YES"	2542	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	9
"MGI:97591"	18746	"Pkm"	"P52480"	"HGNC:9021"	5315	"PKM"	"P14618;B4DNK4;V9HWB8;A0A024R5Z9"	"YES"	37650	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	9
"MGI:1915472"	227613	"Tubb4b"	"P68372"	"HGNC:20771"	10383	"TUBB4B"	"P68371"	"YES"	68504	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	9
"MGI:1261437"	11949	"Atp5c1"	"Q3UD06;Q8C2Q8;Q91VR2;A2AKU9"	"HGNC:833"	509	"ATP5C1"	"P36542;Q8TAS0"	"YES"	3792	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	8
"MGI:107848"	22153	"Tubb4a"	"Q9D6F9"	"HGNC:20774"	10382	"TUBB4A"	"P04350"	"YES"	55952	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	8
"MGI:95771"	14677	"Gnai1"	"B2RSH2"	"HGNC:4384"	2770	"GNAI1"	"P63096"	"YES"	74417	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	8
"MGI:1928948"	56807	"Scamp5"	"Q9JKD3"	"HGNC:30386"	192683	"SCAMP5"	"A0A0A8K8F5;Q8TAC9"	"YES"	56880	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	8
"MGI:95753"	14661	"Glud1"	"P26443;Q3TSQ7"	"HGNC:4335"	2746	"GLUD1"	"E9KL48;P00367"	"YES"	55885	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	8
"MGI:1891833"	56421	"Pfkp"	"Q8C605;Q9WUA3"	"HGNC:8878"	5214	"PFKP"	"Q01813"	"YES"	20579	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	8
"MGI:96103"	15275	"Hk1"	"Q3TTB4;Q6GQU1;B4YB29;P17710;G3UVV4"	"HGNC:4922"	3098	"HK1"	"A8K7J7;B3KXY9;P19367;Q59FD4;A0A024QZK7;P78542"	"YES"	100530	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	8
"MGI:1915835"	68585	"Rtn4"	"Q78NS1;Q99P72;Q8BH78;Q8BHF5"	"HGNC:14085"	57142	"RTN4"	"Q9NQC3"	"YES"	10743	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	8
"MGI:107876"	22273	"Uqcrc1"	"Q9CZ13"	"HGNC:12585"	7384	"UQCRC1"	"P31930"	"YES"	2525	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	8
"MGI:99441"	12716	"Ckmt1"	"P30275;Q545N7"	"HGNC:31736"	548596	"CKMT1A"	"P12532"	"YES"	69058	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	8
"MGI:106915"	22334	"Vdac2"	"Q60930"	"HGNC:12672"	7417	"VDAC2"	"P45880;A0A024QZT0"	"YES"	37765	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	8
"MGI:105066"	19325	"Rab10"	"P61027;Q4FJL0"	"HGNC:9759"	10890	"RAB10"	"P61026"	"YES"	41111	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	8
"MGI:107801"	11947	"Atp5b"	"P56480"	"HGNC:830"	506	"ATP5B"	"P06576;V9HW31"	"YES"	1273	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	8
"MGI:1096317"	13628	"Eef1a2"	"P62631"	"HGNC:3192"	1917	"EEF1A2"	"Q05639"	"YES"	121568	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	8
"MGI:107813"	22152	"Tubb3"	"Q9ERD7"	"HGNC:20772"	10381	"TUBB3"	"Q13509;Q53G92"	"YES"	68503	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	8
"MGI:98386"	20740	"Sptan1"	"A3KGU7;B2RXX6;B9EKJ1;A3KGU5;B7ZWK3"	"HGNC:11273"	6709	"SPTAN1"	"Q13813;A0A0D9SGF6"	"YES"	2353	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	8
"MGI:1915513"	68263	"Pdhb"	"Q9D051"	"HGNC:8808"	5162	"PDHB"	"P11177"	"YES"	712	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	8
"MGI:1194488"	22348	"Slc32a1"	"O35633;Q49S98"	"HGNC:11018"	140679	"SLC32A1"	"Q9H598"	"YES"	56451	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	8
"MGI:2385311"	235339	"Dlat"	"Q8BMF4"	"HGNC:2896"	1737	"DLAT"	"P10515;Q86YI5"	"YES"	6814	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	8
"MGI:2442535"	229706	"Slc6a17"	"Q8BJI1"	"HGNC:31399"	388662	"SLC6A17"	"Q9H1V8"	"YES"	27775	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	8
"MGI:88407"	12709	"Ckb"	"Q04447"	"HGNC:1991"	1152	"CKB"	"P12277;V9HWH2"	"YES"	37530	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	8
"MGI:1914545"	67295	"Rab3c"	"P62823;Q542T7;Q9CXS2"	"HGNC:30269"	115827	"RAB3C"	"Q96E17"	"YES"	23420	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	8
"MGI:1923558"	76308	"Rab1b"	"Q0PD66;Q9D1G1"	"HGNC:18370"	81876	"RAB1B"	"Q9H0U4"	"YES"	128838	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	8
"MGI:97749"	268373	"Ppia"	"P17742;Q5SVY2"	"HGNC:9253"	5478	"PPIA"	"P62937;V9HWF5"	"YES"	134504	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	8
"MGI:1349480"	107767	"Scamp1"	"Q3TD71;Q8K021;Q3TSA8"	"HGNC:10563"	9522	"SCAMP1"	"A0A087WXB0;B4E2V7;O15126"	"YES"	37975	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	8
"MGI:96247"	15516	"Hsp90ab1"	"P11499;Q71LX8"	"HGNC:5258"	3326	"HSP90AB1"	"A0A024RD80;P08238;B4DGL0;Q6PK50"	"YES"	74306	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	8
"MGI:95835"	14828	"Hspa5"	"P20029;Q3U7T8"	"HGNC:5238"	3309	"HSPA5"	"P11021;V9HWB4"	"YES"	3908	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	8
"MGI:107793"	12933	"Crmp1"	"Q6P1J1;P97427"	"HGNC:2365"	1400	"CRMP1"	"B3KT07;Q14194;Q96I11;X5DNI1;E9PD68;B3KV96"	"YES"	20347	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	8
"MGI:1261760"	268890	"Lsamp"	"Q8BLK3;Q3TYE5"	"HGNC:6705"	4045	"LSAMP"	"Q13449"	"YES"	20533	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	8
"MGI:1096881"	13627	"Eef1a1"	"P10126;Q58E64"	"HGNC:3189"	1915	"EEF1A1"	"P68104;Q6IPS9"	"YES"	100799	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	8
"MGI:88115"	11946	"Atp5a1"	"Q03265"	"HGNC:823"	498	"ATP5A1"	"P25705;V9HW26"	"YES"	2985	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	8
"MGI:1201690"	17760	"Map6"	"Q7TSJ2"	"HGNC:6868"	4135	"MAP6"	"Q96JE9"	"YES"	7850	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	8
"MGI:1914253"	67003	"Uqcrc2"	"Q9DB77"	"HGNC:12586"	7385	"UQCRC2"	"P22695"	"YES"	37764	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	7
"MGI:1201780"	11964	"Atp6v1a"	"P50516"	"HGNC:851"	523	"ATP6V1A"	"P38606"	"YES"	123934	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	7
"MGI:98388"	20742	"Sptbn1"	"Q3TTX2;Q3TZN6;Q62261;Q8BQ35;Q8R1C2"	"HGNC:11275"	6711	"SPTBN1"	"B2ZZ89;Q01082"	"YES"	2354	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	7
"MGI:95797"	14751	"Gpi1"	"P06745"	"HGNC:4458"	2821	"GPI"	"P06744;B4DE36"	"YES"	145	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	7
"MGI:1913487"	66237	"Atp6v1g2"	"Q54A87;Q9WTT4;G5E923"	"HGNC:862"	534	"ATP6V1G2"	"O95670;Q6NVJ2"	"YES"	41518	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	7
"MGI:1855689"	53602	"Hpcal1"	"P62748"	"HGNC:5145"	3241	"HPCAL1"	"O75544;P37235;Q6FGY1"	"YES"	37586	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	7
"MGI:1353495"	11739	"Slc25a4"	"P48962"	"HGNC:10990"	291	"SLC25A4"	"P12235"	"YES"	36058	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	7
"MGI:1927243"	56044	"Rala"	"P63321"	"HGNC:9839"	5898	"RALA"	"P11233"	"YES"	3942	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	7
"MGI:1341881"	20974	"Syngr3"	"Q8R191"	"HGNC:11501"	9143	"SYNGR3"	"O43761"	"YES"	3101	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	7
"MGI:1345148"	24050	"03-Sep"	"Q9Z1S5"	"HGNC:10750"	55964	"03-Sep"	"Q9UH03"	"YES"	99740	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	7
"MGI:105368"	11941	"Atp2b2"	"Q3UHH0;Q3UHJ3;Q9R0K7;F8WHB1"	"HGNC:815"	491	"ATP2B2"	"A0A024R2K6;Q01814;Q4J699;Q4LE63;A0A024R2E4"	"YES"	56150	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	7
